Site ID,Site Name,Site Name (ar),Alternative Name,Displacement Type,Site Status,Managing Agency,Implementing Partner,FinalImplementingPartner,Funding-Implementing,Governorate,adm2,Neighborhood,adm 4,Latitude,Longitude,Accessibility,Updating Agency,Type of Visit,Total Inv,Total HH,Males 0-5,Females 0-5,Males 6-17,Females 6-17,Males 18-60,Females 18-60,Males 60+,Females 60+,Population change last month,HH departed (last 30 days),Indv departed (last 30 days),HH arrived (last 30 days),Indv arrived (last 30 days),Female headed HH (18-59 years),Child headed (0-17) HH,Unaccompanied Children,Persons with disabilities,Persons with chronic illnesses,Pregnant/ lactating women (PLW)
KYS3309,Al-Somood,الصمود,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Jala'a,27002100,31.37103,34.31179,Accessible,PARC,In person visit,1500,300,,,,,,,,,"People have left, People have arrived",6,40,30,150,10,3,0,10,60,40
KYS3550,Jiran Al Khair,جيران الخير,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Jala'a,27002100,31.38206,34.31461,Accessible,PARC,In person visit,425,85,,,,,,,,,No changes,,,,,20,0,8,14,35,18
KYS3680,Bisan,بيسان,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Jala'a,27002100,31.37966,34.31514,Accessible,PARC,In person visit,640,128,,,,,,,,,No changes,,,,,20,1,1,23,32,30
KYS3950,"Al-Turki, East Hamad",التركي شرق حمد,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Jala'a,27002100,31.37196,34.3188,Accessible,PARC,In person visit,1400,280,,,,,,,,,"People have left, People have arrived",2,10,20,100,60,20,10,30,150,40
KYS4351,Al-Isra Site,موقع الاسراء,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Jala'a,27002100,31.377937,34.312622,Accessible,PARC,In person visit,2485,497,,,,,,,,,No changes,,,,,90,1,0,2,50,80
DEB4116,Abu Shabban,ايواء أبو شعبان,,Makeshift site,Active,DRC,FAFD,FAFD,DRC/FAFD,Deir Al-Balah,265,As Salah,2650578,31.427563,34.35592,Accessible,FAFD,Phone interview,2280,456,,,,,,,,,No changes,,,,,70,0,4,63,120,16
GZA5462,Al-Hurriya 18 - Al-Lajna Al-Masri,الحرية 18 - اللجنة المصرية,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Az Zahra'a (north),26001145,31.485231,34.410428,Accessible,PHC,In person visit,3000,718,,,,,,,,,People have arrived,,,30,150,138,0,0,112,75,127
GZA4842,Ansar 12,موقع انصار 12 الطيارة ,موقع طيارة ابو عمار,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Southern Remal,2600119,31.51944,34.432198,Accessible,PHC,In person visit,775,155,,,,,,,,,No changes,,,,,39,0,0,2,25,50
KYS0506,Jihad Al Najjar Camp,مخيم جهاد النجار,hayat 5,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.35405,34.26012,Accessible,PHC,In person visit,1700,380,,,,,,,,,People have left,50,200,,,16,0,0,9,20,55
KYS5213,Al-Multaqa,الملتقى,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.35802369,34.26546798,Accessible,PHC,In person visit,516,106,,,,,,,,,"People have left, People have arrived",3,15,3,15,14,0,0,30,49,19
KYS5228,Al-Sabirin,الصابرين,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.35847555,34.26668547,Accessible,PHC,In person visit,649,132,,,,,,,,,No changes,,,,,36,0,0,5,18,25
KYS5237,Al-Taghreba,التغريبة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.35826763,34.26590044,Accessible,PHC,In person visit,1250,165,,,,,,,,,"People have left, People have arrived",10,75,12,85,45,3,3,5,250,40
GZA3027,Almohoben school,مدرسة الموهوبين,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Ash Sheikh Radwan,2600116,31.53338,34.46705,Accessible,PHC,In person visit,750,160,,,,,,,,,No changes,,,,,12,0,3,10,50,70
KYS0983,Al Shaer - Al Mutqin,الشاعر-المتقين,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.34319,34.25756,Accessible,PHC,In person visit,1000,208,,,,,,,,,No changes,,,,,15,0,0,7,35,30
KYS0985,Al Shaer - Blue Sky,الشاعر-بلو سكاي,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.34546,34.25731,Accessible,PHC,In person visit,1918,390,,,,,,,,,"People have arrived, People have left",1,2,1,4,60,0,7,80,50,20
KYS0986,Al Shaer - Al Tahrir,الشاعر-التحرير,,Scattered site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.34526,34.2552,Accessible,PHC,In person visit,1500,440,,,,,,,,,No changes,,,,,40,0,3,50,100,63
KYS1415,Al Baraka 4,مخيم البركة 4 والابتسامة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.3499978,34.263997,Accessible,PHC,In person visit,800,180,,,,,,,,,No changes,,,,,134,2,7,4,6,2
KYS1706,Al-Najjar camp,مخيم النجار,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.36161,34.26918,Accessible,PHC,In person visit,207,70,,,,,,,,,No changes,,,,,18,3,0,27,50,11
KYS1720,Basma Amal Block K,بسمة امل بلوك k,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.35904,34.26163,Accessible,PHC,In person visit,1250,254,,,,,,,,,People have arrived,,,10,50,36,0,2,13,40,32
KYS1859,Al-Barr and Al-Ihsan camp,مخيم البر والاحسان,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.37408,34.28073,Accessible,PHC,In person visit,1890,402,,,,,,,,,"People have left, People have arrived",4,16,3,12,40,1,0,25,85,55
KYS1890,Ayash camp,عياش,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.35361,34.26865,Accessible,PHC,In person visit,1300,220,,,,,,,,,"People have left, People have arrived",4,16,3,12,5,2,1,10,30,35
KYS1897,Abnaa Rafah Al-Somood,أبناء رفح الصمود,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.34759,34.26053,Accessible,PHC,In person visit,1450,300,,,,,,,,,People have arrived,,,2,10,37,3,5,43,87,75
KYS1921,Al-Amal,الأمل ,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.35517,34.26425,Accessible,PHC,In person visit,2393,523,155,165,356,368,626,663,30,30,People have arrived,,,3,6,86,0,2,8,126,117
KYS2031,Rahma Site,موقع الرحمة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.35379,34.25896,Accessible,PHC,In person visit,750,160,,,,,,,,,No changes,,,,,20,0,0,30,70,30
KYS4093,Al Awda,مخيم العودة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.3519573,34.2630424,Accessible,PHC,Phone interview,300,80,,,,,,,,,No changes,,,,,15,12,9,20,20,5
KYS0586,Al Janoob 2,الجنوب 2,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.3410743,34.2465051,Accessible,PHC,In person visit,603,130,,,,,,,,,No changes,,,,,7,1,0,8,40,25
KYS0692,Al-Wefaq,مخيم الوفاق,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.3430755,34.2498701,Accessible,PHC,Phone interview,575,115,,,,,,,,,"People have arrived, People have left",100,300,2,6,25,1,1,3,100,25
KYS0833,Al-Shaer,موقع الشاعر,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.34585,34.26004,Accessible,PHC,In person visit,1750,350,,,,,,,,,No changes,,,,,50,0,0,20,100,120
KYS0899,Al-Laham Camp,مخيم اللحام ,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.35654,34.26361,Accessible,PHC,Phone interview,12500,2500,,,,,,,,,No changes,,,,,100,4,4,100,1000,100
KYS0911,Al-Salam,السلام,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.34735,34.25343,Accessible,PHC,Phone interview,970,194,,,,,,,,,No changes,,,,,15,0,0,20,30,42
KYS0995,"Guava Land Camp ""Al-Najjar""","مخيم ارض الجوافة ""النجار""",,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.35719,34.26772,Accessible,PHC,Phone interview,540,108,,,,,,,,,No changes,,,,,23,0,0,5,26,24
KYS1017,"Jerusalem Camp ""Al Hilal""","مخيم القدس ""الهلال""",,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.36425,34.27065,Accessible,PHC,Phone interview,750,150,,,,,,,,,No changes,,,,,15,0,0,12,23,5
KYS1053,Marine people,مخيم النص البحرية,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.36577,34.26974,Accessible,PHC,Phone interview,2500,500,,,,,,,,,No changes,,,,,20,0,0,20,300,230
KYS1057,Qdaih,مخيم قديح,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.3491386,34.2632684,Accessible,PHC,In person visit,800,220,,,,,,,,,No changes,,,,,15,0,0,5,30,3
KYS1714,Hebron camp,مخيم الخليلين,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.36002,34.26411,Accessible,PHC,In person visit,600,130,,,,,,,,,No changes,,,,,15,0,0,3,50,18
KYS1724,Al-Najjar 2,النجار 2 ,Al-Wafa Camp,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.35433,34.26108,Accessible,PHC,In person visit,800,180,,,,,,,,,No changes,,,,,40,3,0,3,40,75
KYS1728,Al-Rayyan,الريان,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.35145,34.2596,Accessible,PHC,In person visit,300,70,,,,,,,,,No changes,,,,,27,8,0,7,40,45
KYS1733,Ard Zarab,ارض زعرب,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.35535,34.25725,Accessible,PHC,In person visit,3000,720,,,,,,,,,No changes,,,,,30,0,0,18,55,65
KYS1738,Shaer,موقع الشاعر1,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.34733,34.25844,Accessible,PHC,In person visit,1115,223,,,,,,,,,People have arrived,,,3,10,24,1,0,12,29,35
KYS1753,Al-Karama,الكرامة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.34157,34.25469,Accessible,PHC,In person visit,1150,230,,,,,,,,,No changes,,,,,50,3,12,2,200,100
KYS1924,Abu Ismail al-Laham camp,مخيم ابو اسماعيل اللحام,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.35812,34.26354,Accessible,PHC,Phone interview,9850,1970,,,,,,,,,People have arrived,,,25,125,300,30,15,170,600,750
KYS1925,Al Anqa,العنقاء (العزة),,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.35886,34.26497,Accessible,PHC,Phone interview,877,102,60,50,150,120,250,220,12,15,No changes,,,,,17,4,6,4,50,25
KYS1931,Al-Rimal al-Dhahabiat,الرمال الذهبيات,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.36114,34.26916,Accessible,PHC,In person visit,1200,245,,,,,,,,,No changes,,,,,35,2,0,17,52,40
KYS3319,Nadi al-Wakala Camp / Agency Club,نادي الوكالة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.36072,34.26329,Accessible,PHC,Phone interview,460,92,,,,,,,,,No changes,,,,,6,2,4,3,80,20
KYS4097,Al-amal,مخيم الأمل,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.342902,34.251947,Accessible,PHC,Phone interview,910,182,,,,,,,,,No changes,,,,,55,5,10,14,25,10
KYS4652,Balsam Site,موقع بلسم,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.3934626,34.299703,Accessible,PHC,Phone interview,546,115,,,,,,,,,No changes,,,,,4,1,11,0,45,42
KYS4814,Al Helal,مخيم الهلال,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.33925,34.247333,Accessible,PHC,Phone interview,675,135,,,,,,,,,No changes,,,,,15,0,0,4,120,10
GZA4447,Metro site,موقع مترو الجوازات,,Makeshift site,Active,IOM,PHC,PHC,IOM/PHC,Gaza,260,Southern Remal,2600119,31.51612,34.439606,Accessible,PHC,Phone interview,1411,237,,,,,,,,,People have arrived,,,10,30,67,2,7,60,18,50
GZA4856,Aman 1,أمان,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Ash Sheikh Radwan,2600116,31.5273883,34.4673267,Accessible,PHC,Phone interview,320,75,,,,,,,,,No changes,,,,,12,0,0,10,60,20
DEB2365,Mecca camp,مخيم مكة,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.40615,34.33323,Accessible,IOM,In person visit,900,180,,,,,,,,,No changes,,,,,10,0,14,10,50,35
DEB3150,Dawi Al-Himam (Lale'aka Al-Basariya),موقع ذوي الهمم للأشخاص ذوي الإعاقة البصرية,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (east),26510151,31.40778,34.35115,Accessible,IOM,In person visit,195,45,11,6,16,23,57,73,4,5,No changes,,,,,6,0,0,18,0,5
DEB4056,Al- Ekhwa shelter,مأوى الإخوة,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.40534,34.315453,Accessible,IOM,In person visit,500,92,,,,,,,,,People have arrived,,,3,17,12,4,1,25,15,30
DEB5233,Al-Sharke,مخيم الشرقية,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.4008158,34.3146854,Accessible,IOM,In person visit,620,95,,,,,,,,,No changes,,,,,4,1,0,8,20,30
DEB5289,Om Al-Naser,ام النصر,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.4008096,34.3147452,Accessible,IOM,In person visit,500,134,,,,,,,,,People have left,5,25,,,8,12,0,9,30,60
KYS3279,South Al Quds open university,جنوب جامعة القدس المفتوحة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.36915,34.31009,Accessible,IOM,In person visit,806,181,,,,,,,,,"People have arrived, People have left",15,75,40,200,43,2,5,9,100,75
KYS4584,Bani Suhaila Site,موقع بني سهيلا,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Qarara (west),27001153,31.40044014,34.3129766,Accessible,IOM,In person visit,470,86,,,,,,,,,No changes,,,,,6,0,0,5,15,10
KYS5071,Al-Jazeera Al Omri,الجزيرةالعمري ,Al jazera alomari,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Khan Yunis Camp,27003176,31.3530106,34.2853996,Accessible,IOM,In person visit,600,120,,,,,,,,,No changes,,,,,15,7,3,25,50,85
KYS5072,Al Joud,الجود,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Khan Yunis Camp,27003176,31.3531753,34.2857225,Accessible,IOM,In person visit,825,165,,,,,,,,,No changes,,,,,15,0,1,25,50,30
KYS5318,Al Haj,الحاج,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Khan Younis,270,Khan Yunis Camp,27003176,31.352992,34.2894577,Accessible,IOM,In person visit,2560,515,,,,,,,,,No changes,,,,,70,0,0,60,300,170
KYS5346,Mustafa,المصطفى ,Al mustsfa,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Khan Yunis Camp,27003176,31.3525548,34.2902174,Accessible,IOM,In person visit,1369,433,,,,,,,,,No changes,,,,,75,0,0,25,58,103
KYS5361,Al Muath,المعاذ, Al mohad,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Khan Yunis Camp,27003176,31.3520411,34.2920082,Accessible,IOM,In person visit,1187,258,,,,,,,,,No changes,,,,,26,0,0,8,56,20
DEB2289,Al-Salam Al-Bahr Camp,مخيم السلام البحر,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.41651,34.32969,Accessible,IOM,In person visit,620,133,,,,,,,,,No changes,,,,,30,0,0,6,50,30
DEB2513,Al-Salah,الصلاح,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.40102,34.31642,Accessible,IOM,In person visit,822,125,,,,,,,,,People have left,2,11,,,16,0,0,7,90,25
DEB2647,Takafoul,التكافل,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.40154,34.31695,Accessible,IOM,In person visit,915,165,,,,,,,,,"People have left, People have arrived",14,75,7,35,40,0,5,12,40,45
DEB4083,Fajr,فجر,Tahliya,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.4036098,34.3197917,Accessible,IOM,In person visit,1750,360,,,,,,,,,No changes,,,,,80,2,3,30,200,110
KYS4785,Almazraea,مخيم المرزعة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.34797,34.27478,Accessible,IOM,In person visit,675,135,,,,,,,,,No changes,,,,,20,0,5,9,60,18
KYS5336,Al-Sabirin,الصابرين ,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Amal,27002104,31.3551441,34.2879457,Accessible,IOM,In person visit,1000,200,,,,,,,,,No changes,,,,,35,12,0,30,50,70
KYS5341,Al Alaa,العلا ,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Khan Yunis Camp,27003176,31.3530795,34.2900692,Accessible,IOM,In person visit,1317,287,,,,,,,,,No changes,,,,,21,0,1,22,51,50
KYS5453,Safad Site,شرق المواصي ,التحرير,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.3568157,34.2600854,Accessible,IOM,In person visit,2350,470,,,,,,,,,No changes,,,,,57,2,1,58,157,74
DEB2261,al karam 2,الكرم 2,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.40739,34.32049,Accessible,IOM,In person visit,400,82,,,,,,,,,No changes,,,,,10,0,0,7,50,20
DEB2441,Wesam,وسام,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.41359,34.33154,Accessible,IOM,In person visit,1223,350,,,,,,,,,"People have arrived, People have left",22,80,15,50,26,20,11,45,70,35
DEB2638,Al-Nasr,النصر,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.41106,34.32143,Accessible,IOM,In person visit,808,178,,,,,,,,,No changes,,,,,13,0,0,50,40,40
DEB4690,Al Amal Camp,مخيم الأمل,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.40936,34.33034,Accessible,IOM,In person visit,425,88,,,,,,,,,No changes,,,,,5,0,0,30,40,15
DEB4774,Alasima 1,العاصمة 1,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,An Nuseirat,26501147,31.446143,34.383578,Accessible,FADE,In person visit,2345,469,,,,,,,,,No changes,,,,,64,1,1,42,120,38
DEB4775,Alasima 2,العاصمة ,ارض الحلو ,Makeshift site,Active,FADE,,FADE,FADE,Deir Al-Balah,265,An Nuseirat,26501147,31.445191,34.38287,Accessible,FADE,In person visit,1700,340,,,,,,,,,No changes,,,,,64,1,3,42,120,38
DEB4776,Alasima 3,العاصمة 3,,Makeshift site,Active,FADE,,FADE,FADE,Deir Al-Balah,265,An Nuseirat,26501147,31.444715,34.378922,Accessible,FADE,In person visit,1175,235,,,,,,,,,No changes,,,,,52,1,2,30,86,45
DEB5208,Al-Sum,أطفال الشمول لذوي الأعاقة,أطفال الشمول لذوي الأعاقة,Makeshift site,Active,DRC,FAFD,FAFD,DRC/FAFD,Deir Al-Balah,265,As Salah,2650578,31.431959,34.3587831,Accessible,IOM,In person visit,282,82,19,20,52,52,64,64,5,6,No changes,,,,,8,0,1,69,17,10
GZA4050,Middle East Council of Churches (El Wahda street),موقع ايواء اتحاد الكنائس,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.52053,34.449,Accessible,ACTED,In person visit,200,40,,,,,,,,,No changes,,,,,10,0,0,0,25,30
KYS1476,Barakt Al Khair,بركات الخير,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.35596,34.28025,Accessible,IOM,In person visit,985,192,,,,,,,,,"People have left, People have arrived",8,40,4,10,35,1,0,12,42,37
KYS3235,Al-Asdiqa' Camp,مخيم الاصدقاء,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.35303,34.28303,Accessible,IOM,In person visit,1720,320,,,,,,,,,No changes,,,,,55,0,0,6,50,30
KYS3750,Al-Jazeera,مخيم الجزيرة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.34897,34.28422,Accessible,IOM,In person visit,1110,223,,,,,,,,,"People have left, People have arrived",6,28,6,18,30,0,1,5,100,40
KYS3784,Salam Camp,مخيم سلام,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.35432,34.2815,Accessible,IOM,In person visit,1913,452,,,,,,,,,People have arrived,,,11,45,98,2,0,30,180,40
KYS4098,Alaistifamih camp,مخيم الاستقامة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.3428621,34.2701548,Accessible,IOM,In person visit,625,125,,,,,,,,,No changes,,,,,21,2,0,8,60,25
KYS5332,Salam wa Al-Noor,السلام والنور,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Amal,27002104,31.3552852,34.2888851,Accessible,IOM,In person visit,800,180,,,,,,,,,People have arrived,,,10,50,20,5,7,10,50,40
KYS5347,Nidal 1,النضال 1,Alnedal 1,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.3573238,34.2884859,Accessible,IOM,In person visit,1000,200,,,,,,,,,No changes,,,,,20,0,0,35,90,30
KYS5350,Nidal 2,النضال 2,Alnedal 2,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.3583861,34.288672,Accessible,IOM,In person visit,1250,250,,,,,,,,,No changes,,,,,15,0,0,10,70,30
DEB2147,Al Bahri shelter,إيواء النادي البحري,,Makeshift site,Active,PARC,,PARC,PARC,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.406467,34.316309,Accessible,IOM,In person visit,990,220,,,,,,,,,People have left,2,8,,,37,0,0,57,100,63
DEB2348,Abu Dlal,أرض أبو دلال,أرض أبو ستة,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Tal Az-Zuhour,2650597,31.4301168,34.3622541,Accessible,IOM,In person visit,2126,400,161,161,244,244,640,640,18,18,People have arrived,,,4,20,65,0,2,15,200,100
DEB2794,Al-Rahma,الرحمة,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.41107,34.32756,Accessible,IOM,In person visit,1371,223,,,,,,,,,"People have left, People have arrived",4,16,4,16,37,0,0,5,60,43
DEB2827,Al-Tahlia Camp South,مخيم التحلية جنوب,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.40625,34.31677,Accessible,IOM,In person visit,1500,295,,,,,,,,,No changes,,,,,20,10,0,20,100,25
